"i need to know the status of my credit card application","89"
"i would like to know the status of my credit card application","89"
"let me know if my application for american saving bank","89"
"check the status of my credit card application for me","89"
"i want to know if my credit card application has been processed","89"
"i want to know the status of my credit card application","89"
"can you check if my credit card application has been processed","89"
"i want to know how is my credit card application going","89"
"can you let me know the status of my discover credit card application status","89"
"can you tell me the status of my credit card application","89"
"has my application for american express gone through yet","89"
"let me know about the status of my credit card application","89"
"can you please tell me about the status of my credit card application","89"
"can you please let me know the status of my capital one application","89"
"let me know the credit card application status","89"
"has my application for discover card gone through yet","89"
"can you tell me the credit card application status","89"
"has my application for the hsbc card been approved yet","89"
"please tell me if my application for the hsbc card has gone through yet","89"
"how far has my application for the hsbc card gone till now","89"
"what's the status on my application for the hsbc credit card","89"
"how far has my application for the hsbc card proceeded till now","89"
"did the application for my visa card finish","89"
"has my mastercard application gone through the process","89"
"has my mastercard application gone through yet","89"
"has my application for my visa card gone through","89"
"has my mastercard application been processed","89"
"when will i know if my visa card application was approved","89"
"what's the status of by delta flight","33"
"what's the status of my virgin airlines flight","33"
"what's the status of my jetblue flight","33"
"what's the status of my southwest flight","33"
"what's the status of my american airlines flight","33"
"what's the news with my delta flight","33"
"where is my delta flight","33"
"what can you tell me about flight dl123","33"
"where is flight dl123","33"
"has flight dl123 left","33"
"is flight dl123 going to arrive on time","33"
"is my spirit flight running on time","33"
"what's the status for my delta flight this afternoon","33"
"give me the status on my united airlines flight","33"
"what's up with my american airline flight will it be on time","33"
"tell me what the status is for my aa flight","33"
"i need for you to get me the status of my american airlines flight","33"
"tell me the status of my american airlines flight","33"
"i need to know the status of my american airlines flight","33"
"would you let me know the status of my american airlines flight","33"
"let me know the status of my american airlines flight","33"
"has flight dl123 landed","33"
"is my flight, dl123 on time","33"
"how far out is flight dl123","33"
"is flight dl123 delayed","33"
"what time is boarding scheduled","33"
"when is boarding scheduled","33"
"what time is boarding for my flight","33"
"when is boarding scheduled for my flight","33"
"when is my flight scheduled to board","33"
"flip a coin for me and i call heads","14"
"can you flip a coin for me","14"
"give me the results of a coin flip","14"
"please flip a coin for me","14"
"please flip a coin for me ai","14"
"flip a coin and tell me if it's heads","14"
"ai, flip a coin for me","14"
"ai, please flip a simulated coin","14"
"let's flip a coin i choose heads","14"
"can you please do a simulated coin flip for me ai","14"
"flip a coin i choose heads","14"
"flip a coin i'm calling heads","14"
"can you do a coin flip for me ai","14"
"i want you to flip a coin i choose heads","14"
"just toss a coin","14"
"just flip a coin","14"
"throw a coin in the air","14"
"flip a coin into the air","14"
"heads, coin flip","14"
"flip coin, heads!","14"
"flip a coin, i call heads!","14"
"coin flip, choose heads","14"
"please flip a coin, i choose heads!","14"
"can you flip a coin i call heads","14"
"flip a coin, i'm heads","14"
"flip a coin, heads","14"
"flip us a coin, i call heads","14"
"flip a coin, you're tails and i'm heads","14"
"give me a coin toss result","14"
"flip the coin, i choose heads","14"
"bob is my name now","97"
"please start calling me bob","97"
"change my name to bob","97"
"call me bob from now on","97"
"don't call me bill anymore - call me bob","97"
"i want you to call me bailey","97"
"don't call me anything besides bailey","97"
"refer to me as bailey","97"
"address me as ""bailey","97"
"please call me bailey","97"
"can you call me a different name","97"
"could you call me a different name","97"
"could you call me a different name, please","97"
"could you call me by a different name, please","97"
"can you call me a different name, please","97"
"ai, my name is deb please use my name when you talk to me","97"
"ai answer my questions with my name first which is deb","97"
"ai, refer to me as deb when answering me","97"
"ai, address me as deb when speaking to me","97"
"ai, call me deb","97"
"change my name please","97"
"please go ahead and change my name","97"
"please switch my name","97"
"change name for me","97"
"my name is going to be sherlock","97"
"start calling me jake from now on","97"
"call me shane","97"
"i want you to call me sheldon","97"
"i want to be called timothy","97"
"call me mike from now on","97"
"where are you coming from","96"
"from where do you come","96"
"what place are you from","96"
"where are you from originally","96"
"so, where do you come from","96"
"so where do you come from originally","96"
"where do you call home","96"
"what's your home country","96"
"where did you live before you moved here","96"
"are you from here or somewhere else originally","96"
"tell me where you're from","96"
"what area did you come from","96"
"what is your origin","96"
"where was it you were born","96"
"the place you were born is","96"
"what location were you born","96"
"where were you put together","96"
"where is your home planet","96"
"where is your home town","96"
"where were you thought of","96"
"where do you originate from","96"
"where have you come from","96"
"where were you before","96"
"where were you processed","96"
"a hidden government facility","96"
"what region were you born","96"
"from where did you originate","96"
"are you from around here","96"
"in what place are you originally from","96"
"where did you grow up","96"
"tack on a gallon of milk to the grocery list","39"
"add laundry detergent to the list","39"
"make sure to put eggs on the grocery list","39"
"the list should also have 2 loaves of bread","39"
"include asparagus on the list","39"
"remove milk and add eggs to my shopping list","39"
"put milk on my shopping list","39"
"i'd like to add pancake mix to my shopping list if it's not already there","39"
"if soda isn't on my shopping list, go ahead and add it for me","39"
"add milk to my shopping list","39"
"take toilet paper off my shopping list","39"
"i need to add flour to my list for shopping if i haven't already","39"
"take toilet paper off my shopping list and add paper towels","39"
"i need hot dogs added to my shopping list please","39"
"please put chips on my shopping list","39"
"is milk in my shopping list if not, add it","39"
"can you add eggs to my shopping list","39"
"add eggs to my shopping list if it's not already there","39"
"i'd like to get soda while i'm out; add it to my shopping list","39"
"on my shopping list, remove eggs","39"
"i need eggs; add them to my shopping list","39"
"take soda from my shopping list, and while you're at it add tea","39"
"milk should be added to my shopping list","39"
"i don't need eggs anymore, but i do need milk","39"
"take paper towels off of my shopping list","39"
"i need milk on my shopping list","39"
"i don't need toilet paper anymore; take it off my shopping list","39"
"throw eggs on my shopping list, please","39"
"i need water on my shopping list and beer off of it","39"
"i need bananas on the list too","39"
"can you tell me what you can help with","143"
"what things are you able to help me with","143"
"i would like to know what you can help with","143"
"what kind of things can you help with","143"
"i want to know what type of things you can help me with","143"
"please help me to know what type of things you can help me with","143"
"can i know what type of things you can help me with","143"
"i would like to know what type of things you can help me with","143"
"i will be glad to know what type of things you can help me with","143"
"what subjects do you like","143"
"tell me what subjects you like","143"
"please tell me what subjects you like","143"
"so what subjects do you like","143"
"what type of questions can i ask you","143"
"what kinds of things are you familiar with","143"
"what subjects are you experienced in","143"
"what knowledge do you have on certain subjects","143"
"what kid of subjects do you excel in","143"
"what subjects or areas are you familiar with","143"
"which subjects are you the most experienced with","143"
"tell me what you can do for me","143"
"what sorts of tasks can you do","143"
"what can you do for me","143"
"what can you do to make yourself useful","143"
"what would you be able to do with me","143"
"give me examples of what to ask you","143"
"tell me what types of questions i can ask you","143"
"what are you programmed to do for me","143"
"what things do you know how to do","143"
"how can you help me","143"
"undecided","46"
"i'm afraid i don't know how to answer that","46"
"might","46"
"it might go either way","46"
"both could be","46"
"either or","46"
"my answer would be maybe","46"
"either one might be","46"
"i can't say for certain either way","46"
"it could go either way","46"
"it's definitely a maybe for that","46"
"i am not sure","46"
"maybe it is","46"
"i can't say","46"
"could be","46"
"i am unable to say","46"
"i am not able to say","46"
"i am really not sure","46"
"i do not know","46"
"not sure","46"
"not sure to be honest","46"
"i think maybe","46"
"um, i'm not quite sure","46"
"um, i'm not totally sure","46"
"um, i'm not actually sure","46"
"i'm not actually sure","46"
"um, i'm not sure","46"
"that might be the case","46"
"i'm not completely certain","46"
"unsure","46"
"help me change my oil","67"
"what oil should i use for an oil change and how do i do it","67"
"how do i do an oil change","67"
"diy oil change","67"
"how to do an oil change","67"
"give me instructions for an oil change","67"
"diy oil change and oil type","67"
"oil type and do it yourself oil change information please","67"
"i want to know how to change my oil","67"
"can you tell me how to change my oil and what kind i use","67"
"how to change oil and what oil type","67"
"can you please instruct me on the proper way to change the oil in my car","67"
"i need guidance on changing my oil","67"
"i want a step by step explanation of how to change the oil in my car","67"
"can you teach me how to change my oil","67"
"can you teach me how to change my oil in my car","67"
"help me figure out how to change my oil","67"
"walk me through the steps involved in changing my oil","67"
"give me step by step instructions for changing my oil","67"
"i want to change the oil in my car but i do not know how to do it can you help","67"
"put together a list of instructions for me on how to change the oil in my car","67"
"is it possible to change oil, if so how and what do i use","67"
"what oil do i use when changing oil and how do i do it","67"
"how would i replace my oil and what sort of oil should i use","67"
"can you change the oil, with what and how","67"
"how could i replace my oil and what form of oil ought to i take advantage of","67"
"can you tell me how to change my oil please","67"
"how do i change my oil","67"
"please let me know how to change the oil","67"
"i need to know how to change oil in a car","67"
"i'd like to make a reservation at rooth chris, can you do that","149"
"make a reservation for chik-fil-a at 3 o' clock please","149"
"reserve a table for 3 at 7 for olive garden","149"
"will you reserve a table at olive garden for 3 people at 7","149"
"at 7, i need a table for 3 at olive garden","149"
"i need a table for 3 at olive garden for 7","149"
"get a table for me at 7 for 3 people at olive garden","149"
"reserve table for 5 at red robin under the name sara at 3","149"
"reverse a table for 5 at burger king under the name sara at 6","149"
"can you reserve a table for 6 at red robin under the name mavrick at 5 clock","149"
"could you reserve table for 3 at carlos jr under the name adam at 4","149"
"i want to reserve table for 5 at red robin under the name sara at 5","149"
"i need a table for two at the havana at nine","149"
"look for me a table at carl's cabin for twelve at eight","149"
"i need a table at gemma for nine at two","149"
"book me a table for three at rainforest cafe at seven","149"
"get me a table for five at itta bena at three","149"
"5 people are going to be at tropicana by 8pm, reserve the table under martins name please","149"
"use martins name to reserve a table at tropicana for 5 people at 8pm","149"
"reserve a table at tropicana for 5 people under the name martins for 8pm","149"
"martins needs a table for 5 people at tropicana at 8pm precisely","149"
"the table should be reserved at 8pm at tropicana using martins name and it should be for 5 people","149"
"are there any open reservations at outback tonight","149"
"make a reservation for 2 tonight at 7:00 at outback steakhouse","149"
"michael will reserve a table for two at 7:00pm for olive garden","149"
"a table for two needs to be reserved for 7:00pm at olive garden using the name michael","149"
"please reserve a table for two at olive garden at 7:00pm for michael","149"
"get reservations at olive garden for two at 7:00pm under michael","149"
"reservations for two need to be made using michael's name for 7:00pm at olive garden","149"
"i want to eat at seven in the restaurant for two people","149"
"what are my coffers at","10"
"tell me the current balance of my bank accounts","10"
"what's my current bank account total","10"
"how much do i have in my bank accounts","10"
"what's the balance in my bank accounts","10"
"what do i have in my bank accounts right now","10"
"is there enough in my wells fargo account to buy some nike's","10"
"do i have enough in my wells fargo account to get some nike's","10"
"do i have money in my wells fargo account for nike's","10"
"i want some nike's, is there enough in my wells fargo account","10"
"check my wells fargo account to see if i have enough for these nike's","10"
"would you tell me my bank balance","10"
"can you tell me my bank balance","10"
"will you let me know my bank balance","10"
"will you tell me my bank balance","10"
"how much money is there in my bank accounts","10"
"how much money do i have in my various bank accounts","10"
"how much cash do i have in my various bank accounts","10"
"how much cash do i have in my bank accounts","10"
"how much dough do i have in my bank accounts","10"
"whats the combined total of the money inside my bank accounts","10"
"whats my bank accounts look like","10"
"how much moola is in my bank accounts","10"
"what the numerical number inside my bank accounts","10"
"how much does my bank account have","10"
"tell me the current account balance","10"
"check my checking balance","10"
"how much do i have left in my checking account","10"
"what's my checking look like","10"
"how much do i have in my savings account","10"
"confirm my reservation for march 12 at 9:00 am","44"
"please confirm that i have a reservation for march 1st at 7","44"
"can you confirm that i have a reservation for february 21 at 6 o'clock","44"
"verify my reservation for smith and wollensky at 6:45","44"
"please confirm my reservation for bar les freres at 7","44"
"tell me whether or not i have a reservation at gramercy tavern for tad","44"
"can you confirm that i have a reservation for 2/20 at 6:00 pm","44"
"please tell me if i still have a reservation at acero for susie","44"
"please confirm my reservation at brio for theodore","44"
"confirm my reservation for acero at 7","44"
"please confirm that i have a reservation for 2/20 at 6:00 pm","44"
"confirm that there is a reservation at bellagio for thomas","44"
"can you confirm the reservation at fleming's for jane","44"
"are there reservation for joe and will","44"
"please verify my reservation for john at bardenay","44"
"will you call and check on my reservation for john at bardenay","44"
"is my reservation set for john at bardenay","44"
"do we know if my reservation for john at bardenay was accepted","44"
"has my reservation for john at bardenay been confirmed","44"
"let's try and confirm my reservation for bubble bar under ""franklin","44"
"i need to confirm my reservation for red lobster for frank","44"
"find my reservation for steve at crucere's and confirm it, please","44"
"confirm the john reservation at applebee's","44"
"i'd like to confirm the josh reservation at moe's","44"
"i have a reservation for strip house for jennifer that i'd like to confirm","44"
"please try to confirm my reservation for jim at barney's","44"
"confirm my reservation for joe at hoss's","44"
"i need to confirm the reservation for frank at chili's","44"
"i'll be confirming my reservation for joseph at red lobster","44"
"is there a reservation for mark at mimis","44"
"can you freeze my bank account","147"
"i want to freeze my bank account","147"
"i want my account locked out","147"
"stop all access to my account","147"
"i need my account frozen!","147"
"i need to lock my account right now!","147"
"please force my account to freeze","147"
"please stop my account","147"
"please allow my account to freeze","147"
"please put my account on hold","147"
"freeze my account at the bank immediately","147"
"would you be able to freeze my bank account","147"
"my account at the bank needs to be frozen","147"
"please block my discover account immediately","147"
"please put a block on my citi account immediately","147"
"block my american saving bank for now","147"
"block my bank of america immdediately","147"
"put a block on bank of amerian immediately","147"
"my account needs to be frozen","147"
"freeze my account for me","147"
"put a freeze on my account","147"
"could you please put a stop on my bank account","147"
"i need to put a stop on my bank account","147"
"are you able to put a stop on my bank account","147"
"please put a stop on my bank account","147"
"i am hoping you can put a stop on my bank account","147"
"please put a freeze on my banking account","147"
"i need my bank account frozen","147"
"how do i freeze my bank account","147"
